City,Latitude,Longitude
Dorsten,51.711625482126514,7.005845390547771
Dortmund,51.50794225879412,7.4500920290913575
Drensteinfurt,51.80043146034551,7.744741281196618
Drolshagen,51.028774784922106,7.771721907695124
Duisburg,51.446473754899685,6.741841676783238
Dörentrup,52.03701730534441,9.033177265796972
Dülmen,51.851536303714646,7.263558536877664
Düren,50.79981046669097,6.469555599517529
Düsseldorf,51.238492094548626,6.790296443335146
Eitorf,50.76482810453682,7.4453320641792695
Elsdorf,50.933376868753165,6.561907655519345
Emmerich am Rhein,51.85498517926504,6.233486620496722
Emsdetten,52.17980141762132,7.4963878679793545
Engelskirchen,50.98587977515736,7.417613552717803
Enger,52.136433789299666,8.55877892316883
Ennepetal,51.285608658191364,7.372260010718806
Ennigerloh,51.864009625967384,8.051188180324072
Ense,51.50196956651553,7.970425560394631
Erftstadt,50.79026070950388,6.78127381149975
Erkelenz,51.06471120710759,6.354853591369216
Erkrath,51.21767098507428,6.928864852492163
Erndtebrück,50.98906646421976,8.278243701936548
Erwitte,51.60961357372901,8.317371051266878
Eschweiler,50.83126250729819,6.268553495589773
Eslohe (Sauerland),51.24488871241593,8.161116644086775
Espelkamp,52.374471126075036,8.621302892027035
Essen,51.440935714289694,7.04535367241832
Euskirchen,50.631361413797656,6.813540863864558
Everswinkel,51.92066462043937,7.844218827557853
Extertal,52.093414519901046,9.09222791533232
Finnentrop,51.189423739970096,8.02166132384183
Frechen,50.91339701332342,6.79332005444161
Freudenberg,50.889456256869806,7.885325913392633
Fröndenberg/Ruhr,51.498374714246296,7.7711365598323425
Gangelt,50.99481570322109,6.021470044753608
Geilenkirchen,50.97388568043949,6.1304088811075355
Geldern,51.5223245502645,6.300059494763343
Gelsenkirchen,51.55749041861901,7.081088095268477
Gescher,51.94448769888337,7.003632201049536
Geseke,51.6287935689779,8.499412680070467
Gevelsberg,51.33526491667837,7.353534086061835
Gladbeck,51.57825238411829,6.97539132310859
Goch,51.68064865727876,6.122944379512221
Grefrath,51.34286652325825,6.3464524743850514
Greven,52.092278011206844,7.651296329888834
Grevenbroich,51.086299773826,6.585007316937105
Gronau (Westf.),52.18920233350147,7.028850703468425
Gummersbach,51.02993078051589,7.52845299595632
Gütersloh,51.91671282834828,8.404279135927585
Haan,51.20817234894797,7.016776775942251
Hagen,51.341773887543056,7.485466298327642
Halle (Westf.),52.04345834477628,8.338011494042105
Hallenberg,51.135814014973576,8.61728757818836
Haltern am See,51.75910313188096,7.179858284732387
Halver,51.18241666599013,7.496175835341704
Hamm,51.66137732197468,7.816720398206371
Hamminkeln,51.75353235065373,6.627067572588058
Harsewinkel,51.9705986612515,8.209506633081997
Hattingen,51.36773061377906,7.189184394319707
Havixbeck,51.970606765469675,7.4380970526850465
Heek,52.140201872026964,7.102864353375204
Heiden,51.8224821634197,6.951587894752592
Heiligenhaus,51.32730894296691,6.971722810411751
Heimbach,50.63114132655291,6.4871009695405695
Heinsberg,51.05915898746211,6.1101548755673605
Hellenthal,50.41845084477171,6.411151008949972
Hemer,51.36531845430258,7.784349843039362
Hennef (Sieg),50.75434654859887,7.321634786217228
Herdecke,51.41289899178908,7.418499963388399
Herford,52.113786190868616,8.65439898357624
Herne,51.53806402792287,7.212518596207277
Herscheid,51.185406313234736,7.755971235935192
Herten,51.59194438395412,7.138635854418607
Herzebrock-Clarholz,51.89513919850917,8.236944979069989
Herzogenrath,50.86015789323409,6.099943620686923
Hiddenhausen,52.15556993158263,8.641296171515906
Hilchenbach,50.98394873106455,8.119577569236268
Hilden,51.16901704331492,6.942609353756751
Hille,52.33200591211278,8.776780002216084
Holzwickede,51.48650994876141,7.633402231376552
Hopsten,52.407856731646824,7.649915447373067
Horn-Bad Meinberg,51.85821002426461,8.943042914141135
Horstmar,52.100178871674025,7.306134050144839
Hörstel,52.28885768087862,7.5952692307572915
Hövelhof,51.836206288053106,8.669245314525606
Höxter,51.76854106117422,9.331092653724465
Hückelhoven,51.03822396609567,6.244696763952007
Hückeswagen,51.148962018904214,7.347042440292837
Hüllhorst,52.26535185325679,8.648941901908188
Hünxe,51.64948209469483,6.775872120565275
Hürtgenwald,50.712421091516916,6.370952927650034
Hürth,50.87384596314355,6.84976388806609
Ibbenbüren,52.27226251099114,7.739946717464303
Inden,50.865037533052636,6.373657333771298
Iserlohn,51.38768602908638,7.678693210059233
Isselburg,51.83923546992155,6.460383604780435
Issum,51.52124232043294,6.422566936929641
Jüchen,51.096633558978915,6.491207377107548
Jülich,50.929010038215964,6.360193525914139
Kaarst,51.219669260544514,6.601911375357663
Kalkar,51.75792699586505,6.306528578732106
Kall,50.5164355998013,6.5616455832038225
Kalletal,52.12656480381355,8.9624230559821
Kamen,51.5812687888033,7.6701456863224005
Kamp-Lintfort,51.52035431049123,6.533805143147675
Kempen,51.378444732739396,6.422305827694963
Kerken,51.448178184511846,6.382195651430237
Kerpen,50.87415329416201,6.669904528616232
Kevelaer,51.5901550518669,6.286301872481265
Kierspe,51.144881153882565,7.5862524353694365
Kirchhundem,51.060087893860924,8.119521997498502
Kirchlengern,52.21604814691007,8.652689471164082
Kleve,51.79832923057158,6.144624399779141
Korschenbroich,51.1860567689036,6.538602422003981
Kranenburg,51.78473944513816,6.0308306133042215
Krefeld,51.3431698831166,6.589646436650906
Kreuzau,50.73802275342933,6.479204434870504
Kreuztal,50.983458977113806,7.983482659508461
Köln,50.95765478326426,6.955006825926718
Königswinter,50.704918091846835,7.251118459025017
Kürten,51.036869857204806,7.254043095642617
Ladbergen,52.13569078858272,7.755121247588255
Laer,52.05807567579177,7.362396434110326
Lage,51.97640631326425,8.798253394159493
Langenberg,51.763999949447424,8.321018944574488
Langenfeld (Rhld.),51.10848062130192,6.948690562935044
Langerwehe,50.795958287248325,6.3626865450976
Legden,52.04732661868427,7.110571396448153
Leichlingen (Rhld.),51.10992622820471,7.070097054412523
Lemgo,52.04046773423598,8.892541498596385
Lengerich,52.16631284405297,7.838004986936434
Lennestadt,51.126292251620896,8.09614285260998
Leopoldshöhe,52.00634843458799,8.68876576276212
Leverkusen,51.05439459657899,7.012813530805835
Lichtenau,51.6151933448339,8.888370805392231
Lienen,52.13183488667258,7.941284247478783
Lindlar,51.025153893549586,7.360070167708448
Linnich,50.97918056857314,6.282388548090768
Lippetal,51.66843015282235,8.102613650088774
Lippstadt,51.676661731060356,8.366458575322675
Lohmar,50.870147943522426,7.237552755239325
Lotte,52.29887342442473,7.921713381624338
Löhne,52.20108038555318,8.725307125709968
Lübbecke,52.305904478691104,8.636257507906102
Lüdenscheid,51.21286952012028,7.63463985485056
Lüdinghausen,51.77777128634524,7.402565681761546
Lügde,51.91366451656821,9.265282814897258
Lünen,51.615316962159824,7.513527528765631
Marienheide,51.07663540165007,7.541612702392359
Marienmünster,51.823011106843076,9.227850962468354
Marl,51.667567539349264,7.111729371353917
Marsberg,51.46021570294145,8.85182940269652
Mechernich,50.58875529384162,6.65007187309622
Meckenheim,50.615572101337875,7.0229981947976885
Medebach,51.20444148333186,8.68074001125234
Meerbusch,51.285337389164155,6.648957062014202
Meinerzhagen,51.113708461258916,7.714933868398073
Menden (Sauerland),51.43358568829971,7.805506542374304
Merzenich,50.84748769873826,6.542759905247879
Meschede,51.33069204561659,8.233384321220592
Metelen,52.15054797623856,7.202998733711016
Mettingen,52.32823593087629,7.777783244010756
Mettmann,51.256138499838585,6.98471507229036
Minden,52.30570882202789,8.910086221592286
Moers,51.457511616142426,6.636885288923155
Monheim am Rhein,51.09796982517193,6.902005252688378
Monschau,50.55323036638919,6.263222702732788
Morsbach,50.86773190865503,7.706173623196019
Much,50.896200503813255,7.405432307637276
Möhnesee,51.47763176926182,8.113550598525611
Mönchengladbach,51.167132474460146,6.412301569873287
Mülheim an der Ruhr,51.41119062002271,6.880772750740819
Münster,51.950849108436,7.613504471639418
Nachrodt-Wiblingwerde,51.31332448828205,7.616802542481138
Netphen,50.9036794001277,8.160084833665731
Nettersheim,50.49266893419097,6.662340246422735
Nettetal,51.30912153041574,6.237551809198033
Neuenkirchen,52.23670229039194,7.367577788758831
Neuenrade,51.281131714648296,7.8246595900139155
Neukirchen-Vluyn,51.43527803969955,6.550692579442041
Neunkirchen,50.78287753028627,8.021664642586556
Neunkirchen-Seelscheid,50.857605700560526,7.344294661392109
Neuss,51.17732472957301,6.7096217100252815
Nideggen,50.67450255032618,6.494643486744806
Niederkassel,50.80675203995878,7.060435342492383
Niederkrüchten,51.20449024112213,6.148707899045992
Niederzier,50.89700052688053,6.470025676081301
Nieheim,51.80604100308313,9.080103065662858
Nordkirchen,51.7300106541649,7.554025138027717
Nordwalde,52.1044812215852,7.490571233506637
Nottuln,51.92308756689218,7.349516041657937
Nörvenich,50.801766054163615,6.630115536859685
Nümbrecht,50.89597393182059,7.5338714444368655
Oberhausen,51.51428807569202,6.848689107023706
Ochtrup,52.21539908816554,7.171927222456327
Odenthal,51.04243789553036,7.143570489789887
Oelde,51.82974634682429,8.144493256961262
Oer-Erkenschwick,51.66363094517533,7.232641430248057
Oerlinghausen,51.94948372542828,8.673668774224698
Olfen,51.70363807542826,7.373205730547493
Olpe,51.037496458984094,7.880989388811884
Olsberg,51.346352256270904,8.488908157910814
Ostbevern,52.05184915167556,7.849153519661343
Overath,50.94747707683632,7.2948693124807
Paderborn,51.72772085931486,8.768463424364395
Petershagen,52.40790710308195,9.033560218444915
Plettenberg,51.205334934203606,7.86329156949164
Porta Westfalica,52.226683173580184,8.952822725496212
Preußisch Oldendorf,52.312631368251445,8.50440747327567
Pulheim,51.002168197733056,6.798439093078279
Radevormwald,51.209899790668906,7.3647657396826185
Raesfeld,51.76535689661553,6.841635636578192
Rahden,52.46226017597238,8.634382280383543
Ratingen,51.317672155223846,6.877268572999922
Recke,52.361960945044586,7.709077953208469
Recklinghausen,51.60211186789215,7.226926126528644
Rees,51.767688909489664,6.429528447406619
Reichshof,50.95590639353061,7.6950503657523885
Reken,51.83254191061563,7.062935115490475
Remscheid,51.184677087244,7.2281088989357904
Rheda-Wiedenbrück,51.84463961462761,8.317844334993914
Rhede,51.837436523481095,6.696576716460738
Rheinbach,50.61401324111418,6.956928985795132
Rheinberg,51.56487110044889,6.613831376695442
Rheine,52.266635439673664,7.470281280702993
Rheurdt,51.451278823933634,6.468168215534339
Rietberg,51.79656556880886,8.411850446667524
Roetgen,50.63506461470088,6.214319816658928
Rommerskirchen,51.06347624157029,6.697944848245655
Rosendahl,52.018591708962404,7.219875853349391
Ruppichteroth,50.82842920439464,7.435327305862439
Rödinghausen,52.231077597952414,8.4979647203712
Rösrath,50.905439173894706,7.182468599148223
Rüthen,51.501550120941516,8.436701007621163
Saerbeck,52.18105619506821,7.629594658434115
Salzkotten,51.66746536599641,8.60737141382819
Sankt Augustin,50.769930109257245,7.190178215719818
Sassenberg,52.012074597369114,8.035502471914057
Schalksmühle,51.25822495302018,7.559037420506468
Schermbeck,51.69023383831115,6.839077313027963
Schieder-Schwalenberg,51.903123938608765,9.170041950482343
Schlangen,51.84040745681919,8.837254354777489
Schleiden,50.55921673000919,6.446410792167573
Schloß Holte-Stukenbrock,51.8908083339206,8.646262208458786
Schmallenberg,51.190789514918684,8.315095223584414
Schwalmtal,51.222234212891806,6.270519839118386
Schwelm,51.282927232050596,7.29315403685011
Schwerte,51.43053792564204,7.568054027641244
Schöppingen,52.08611591973144,7.183869020952908
Selfkant,51.022126340625974,5.921342676432662
Selm,51.68855650020417,7.494657849767031
Senden,51.85713796411886,7.492591070734372
Sendenhorst,51.85464040399033,7.786019786605741
Siegburg,50.80405010840155,7.230886779158959
Siegen,50.88113267736051,8.031478584539432
Simmerath,50.607931143665915,6.3287746581723106
Soest,51.574574738042,8.100336352343081
Solingen,51.167023423827985,7.058486314962954
Sonsbeck,51.61699971349299,6.369869812371153
Spenge,52.14383218241871,8.46559929284673
Sprockhövel,51.33966752964659,7.264270092350644
Stadtlohn,52.002871423660594,6.951045287891149
Steinfurt,52.13711116693307,7.376074170089634
Steinhagen,52.0055829165004,8.380813813757161
Steinheim,51.84780020599747,9.051512834306328
Stemwede,52.43426530197101,8.416226882868767
Stolberg (Rhld.),50.74528222708769,6.26594539785376
Straelen,51.42228118479625,6.2576530703428075
Sundern (Sauerland),51.31360434914131,8.02043930584301
Swisttal,50.68406254206656,6.931168963100104
Südlohn,51.95285867562316,6.863397603242682
Tecklenburg,52.21918485557886,7.813096598897293
Telgte,51.99740298360368,7.8189264744107785
Titz,50.98973348675803,6.409261172254872
Troisdorf,50.81789858262549,7.1405692252940565
Tönisvorst,51.3134624996408,6.458969203297901
Uedem,51.67639605269014,6.293713096214576
Unna,51.534610167416375,7.732954026718836
Velbert,51.3370128187582,7.079713471019416
Velen,51.89683535101439,6.955569891488919
Verl,51.87872111486186,8.524084123063812
Versmold,52.04345834477628,8.174793463686004
Vettweiß,50.73854254967398,6.607918675739349
Viersen,51.26909523086468,6.342449127141762
Vlotho,52.14921519924597,8.824027761579504
Voerde (Niederrhein),51.60003114045621,6.655216229493767
Vreden,52.06098377672217,6.797005479561359
Wachtberg,50.622710196703636,7.120658380508183
Wachtendonk,51.401947411999004,6.3346880702812625
Wadersloh,51.718721374700635,8.217020304781347
Waldbröl,50.87451142158949,7.6195422946961004
Waldfeucht,51.06858916535508,6.016290279376209
Waltrop,51.62485010365539,7.407325319850582
Warburg,51.50967913748835,9.133328232296394
Warendorf,51.95138689029815,8.001720525262993
Warstein,51.4552566051296,8.303425224419488
Wassenberg,51.11278545961299,6.138956612383678
Weeze,51.619348466965505,6.187102235911084
Wegberg,51.14524019992595,6.238388998649084
Weilerswist,50.73902492714954,6.853058363976875
Welver,51.61944337764456,7.997363218922253
Wenden,50.96362837806039,7.857305317253603
Werdohl,51.253823922352495,7.752273385271067
Werl,51.552232008324616,7.916840556559949
Wermelskirchen,51.11261156155548,7.220892785182418
Werne,51.678083876120255,7.636670172766438
Werther (Westf.),52.079094364379436,8.422114431576514
Wesel,51.670552389263904,6.59340945439076
Wesseling,50.819622059418585,6.979306209202203
Westerkappeln,52.31482766340666,7.863726776367878
Wetter (Ruhr),51.377883924780974,7.352867077584458
Wettringen,52.23370025730789,7.281430813584546
Wickede (Ruhr),51.49555888703049,7.8814874723678905
Wiehl,50.96183808688582,7.531690631674579
Willebadessen,51.60048463924035,9.096839817900136
Willich,51.25886134909996,6.525758963860939
Wilnsdorf,50.833394265861656,8.12373882527455
Windeck,50.79051521523985,7.582713575720071
Winterberg,51.20070373527362,8.517033400079397
Wipperfürth,51.11656810714833,7.41922647839637
Witten,51.42739036557363,7.341432799715372
Wuppertal,51.24144958492826,7.166968056345623
Wülfrath,51.29033008428557,7.046188734051682
Würselen,50.8293332775642,6.151960402109553
Xanten,51.68528373880277,6.4259764426810495
Zülpich,50.692880019930044,6.65817182376968
Übach-Palenberg,50.92505530519199,6.104561492960234
